HeatID,HeatNumber,HeatStatusID,StageGroup,StageSeq,WONbr,EAFPartNbr,PlanWeight,PlanProdDate,PlanSlabWidth1,PlanSlabLength1,PlanSlabNotes1,PlanSlabWidth2,PlanSlabLength2,PlanSlabNotes2,ScheduleSeq,MelterID,SupervisorID,EAFStartTime,EAFPowerOnTime,EAFTotalPowerOnTime,EAFPowerOffTime,EAFTotalPowerOffTime,TapWeightActual,TapTime,TapLadleID,LadlemanID,EAFTotalKWH,EAFShellLife,EAFBottomLife,EAFHeelWeight,EAFCelox1_C,EAFCelox1_O2,EAFCelox1_Temp,EAFCelox2_C,EAFCelox2_O2,EAFCelox2_Temp,EAFDelayMinutes,EAFDelayDescription,EAFComments,UpdateTimeEAF,LMFUnit,LMFOperatorID,LMFSupervisorID,LMFStartTime,LMFEndTime,LMFTotalPowerOnTime,LMFTotalProcessingTime,LMFSlagDepth,LMFSlagDepthFinal,LMFEndWeight,LMFStartWeight,LMFTotalKWH,LMFStartTemp,LMFLastTemp,LMFDelayMinutes,LMFDelayDescription,LMFComments,UpdateTimeLMF,TurretArrivedTime,CasterStartTime,CasterEndTime,LadleLoss,TundishLoss,CastSeq,CasterSupervisorID,CasterOperatorID,RunoutOperatorID,CasterDelayMinutes,CasterDelayDescription,CasterComments,LadleOpenTime,LadleCloseTime,LadleFreeOpen,CasterSprayPlan,TundishNbr,CasterShroudFix,CasterLancePipe,ShroudLife,SENLife,CastSpeedStrand1,CastSpeedStrand2,SENHeatingStartTimeStrand1,SENHeatingStartTimeStrand2,TundishNozzleCloggingStrand1,TundishNozzleCloggingStrand2,BOStrand1,BOStrand2,SlideGateFailureStrand1,SlideGateFailureStrand2,LadleNozzleClogging,ShroudBackFire,MoldStrand1,MoldStrand2,QCStrand1,QCStrand2,TundishTemp1,TundishTemp2,TundishTemp3,ddtNorthBroadStrand1,ddtSouthBroadStrand1,ddtEastNarrowStrand1,ddtWestNarrowStrand1,ddtNorthBroadStrand2,ddtSouthBroadStrand2,ddtEastNarrowStrand2,ddtWestNarrowStrand2,ddmNorthBroadStrand1_1,ddmSouthBroadStrand1_1,ddmEastNarrowStrand1_1,ddmWestNarrowStrand1_1,ddmNorthBroadStrand2_1,ddmSouthBroadStrand2_1,ddmEastNarrowStrand2_1,ddmWestNarrowStrand2_1,ddmNorthBroadStrand1_2,ddmSouthBroadStrand1_2,ddmEastNarrowStrand1_2,ddmWestNarrowStrand1_2,ddmNorthBroadStrand2_2,ddmSouthBroadStrand2_2,ddmEastNarrowStrand2_2,ddmWestNarrowStrand2_2,ddmNorthBroadStrand1_3,ddmSouthBroadStrand1_3,ddmEastNarrowStrand1_3,ddmWestNarrowStrand1_3,ddmNorthBroadStrand2_3,ddmSouthBroadStrand2_3,ddmEastNarrowStrand2_3,ddmWestNarrowStrand2_3,UpdateTimeCaster,LengthHeadCropStrand1,LengthHeadCropStrand2,LengthTailCropStrand1,LengthTailCropStrand2,CompletedTime,ApproverID,ApprovedTime,PostProdTime,EAFCelox3_C,EAFCelox3_O2,EAFCelox3_Temp,EAFCelox4_C,EAFCelox4_O2,EAFCelox4_Temp,LMFCelox1_C,LMFCelox1_O2,LMFCelox1_Temp,LMFCelox2_C,LMFCelox2_O2,LMFCelox2_Temp,LMFCelox3_C,LMFCelox3_O2,LMFCelox3_Temp,LMFCelox4_C,LMFCelox4_O2,LMFCelox4_Temp,CasterHydras1_H,CasterHydras2_H,CasterHydras3_H,MacroEdgeRequiredStrand1,MacroEdgeRequiredStrand2,MacroEdgeRequiredFmtStrand1,MacroEdgeRequiredFmtStrand2,MELTL2X_Alerts,UpdaterID,UpdateTime,PlanGradeID,PlanGradeName,GradeName,GradeID,ProdGradeName,ProdGradeRevName,ProdGradeRevFullName,TapLadle,CastLadle,HeatStatusName,InProcess,Melter,Supervisor,LMFOperator,HeatAndStatusName,HeatName,HeatProdTime,PlanSlabDimensions1,PlanSlabDimensions2,EAFProcessMinutes,LMFProcessMinutes,CasterProcessMinutes,LMFName,TapTons,PlanSlabItemID1,PlanSlabItemID2,PlanSlabItemNbr1,PlanSlabItemNbr2,SlabItemID1,SlabItemID2,SlabItemNbr1,SlabItemNbr2,MoldTopWidth1,MoldTopWidth2,MoldBeginTaperEast1,MoldBeginTaperEast2,MoldBeginTaperWest1,MoldBeginTaperWest2,MoldEndCapTaperEast1,MoldEndCapTaperEast2,MoldEndCapTaperWest1,MoldEndCapTaperWest2,MoldDBHeadSize1,MoldDBHeadSize2,MoldColdWidth1,MoldColdWidth2,SupportRoll1,SupportRoll2,ProdDate,CasterSprayPlan2,Crew,CastLadleID,HeatsOnTundish,TundishCarNbr,LMFHydras1,LMFHydras2,LMFHydras3,ProdTrial,EAFProdTrialNotes,LMFProdTrialNotes,CasterProdTrialNotes,LadleShroudGaskets,Withdrawal,WithdrawalTime,WithdrawalCapoffUnScheduled,WithdrawalDeptRelated,WithdrawalReason,CasterLMFOrderTemp,UnexpectedScrapWeight,BO_Alarm_InfoStrand1,BO_Alarm_InfoStrand2,BO_Alarm_TotalYellowStrand1,BO_Alarm_TotalYellowStrand2,BO_Alarm_TotalRedStrand1,BO_Alarm_TotalRedStrand2,Liquidus,TundishTempSuperheat1,TundishTempSuperheat2,TundishTempSuperheat3,GradeProdInstructions,EAF_Instructions,LMF_Instructions,ProdGradeSteelmakingPractice,TapLadleEquipmentID,CastLadleEquipmentID,SalesOrderNbr,UpdateTimeRunout,HCY_HeatID,FirstSequenceHeatID,LastSequenceHeatID,TotalPrimeSlabTons,TotalCropTons,LossTons,AddToTundish,TotalCutAndScaleTons,TotalCastTons,TotalTappedTons,CasterYield,SlabCount1,LengthHeadCropStrand11,LengthTailCropStrand11,SumSlabCalcWeight1,SumSlabLength1,ActualSlabAverageWidth1,ActualSlabAverageThickness1,HeadAndTailCropLength1,PrimeSlabTons1,CutAndScaleTons1,CropTons1,HeadCropWeight1,TailCropWeight1,SlabCount2,LengthHeadCropStrand21,LengthTailCropStrand21,SumSlabCalcWeight2,SumSlabLength2,ActualSlabAverageWidth2,ActualSlabAverageThickness2,HeadAndTailCropLength2,PrimeSlabTons2,CutAndScaleTons2,CropTons2,HeadCropWeight2,TailCropWeight2,LadleLoss1,TundishLoss1,UnexpectedScrapWeight1,GradeName1,GradeDensity,HeatID1,CHG-Busheling,CHG-Pig Iron,CHG-Shred,CHG-P & S,CHG-Scrap - #1 Bundle DL,CHG-HBI,CHG-Internal - Home Coils,CHG-#1 Bundling,CHG-#1 HeavyMetl,CHG-Iron,CHG-Beach Iron,CHG-Pit,CHG-Railroad Rail,CHG-3' Rail Crops,CHG-RR Track Material,CHG-Railroad Wheels,CHG-Tin Bushling,CHG-Furnace Iron,CHG-Flashing,CHG-T Post Bush,CHG-T-Bars,CHG-Autocast Scrap,CHG-Turnings,CHG-OTMScrap,CHG-#1 DT Bun,CHG-Pit Scrap -Tundish,CHG-Internal - Home Slabs,CHG-Low Cu Scrap,CHG-Cast Iron Rolls,CHG-Chrome Rolls,CHG-Scrap - Pipe Busheling,CHG-Prime-3' Proc Ingot,CHG-A Scrap,CHG-Ftry DT Bun Scrap,CHG-Tin Plate Scrap,CHG-Scrap - Plate,CHG-Scrap - Shred Busheling,CHG-Scrap - Tin Bundles,CHG-Scrap - Hammered,CHG-Scrap - Party Mix,CHG-Pig Iron - Fines,CHG-Iron Briquettes,CHG-Scrap - Pit External,CHG-Pot Skulls,CHG-Iron Block Scrap,CHG-Auto Dies Scrap,CHG-Iron Button Scrap,CHG-Boiler Tube Scrap,CHG-External Tundish Scrap,CHG-Pot Lips Scrap,CHG-Scrap - Mine Chain,CHG-Scrap - Flame Cut Plate,CHG-Scrap - Monopile Plate,CHG-Scrap - Form Briqs,CHG-Scrap - Prime Billets,CHG-PLAN-Busheling,CHG-PLAN-Pig Iron,CHG-PLAN-Shred,CHG-PLAN-P & S,CHG-PLAN-Scrap - #1 Bundle DL,CHG-PLAN-HBI,CHG-PLAN-Internal - Home Coils,CHG-PLAN-#1 Bundling,CHG-PLAN-#1 HeavyMetl,CHG-PLAN-Iron,CHG-PLAN-Beach Iron,CHG-PLAN-Pit,CHG-PLAN-Railroad Rail,CHG-PLAN-3' Rail Crops,CHG-PLAN-RR Track Material,CHG-PLAN-Railroad Wheels,CHG-PLAN-Tin Bushling,CHG-PLAN-Furnace Iron,CHG-PLAN-Flashing,CHG-PLAN-T Post Bush,CHG-PLAN-T-Bars,CHG-PLAN-Autocast Scrap,CHG-PLAN-Turnings,CHG-PLAN-OTMScrap,CHG-PLAN-#1 DT Bun,CHG-PLAN-Pit Scrap -Tundish,CHG-PLAN-Internal - Home Slabs,CHG-PLAN-Low Cu Scrap,CHG-PLAN-Cast Iron Rolls,CHG-PLAN-Chrome Rolls,CHG-PLAN-Scrap - Pipe Busheling,CHG-PLAN-Prime-3' Proc Ingot,CHG-PLAN-A Scrap,CHG-PLAN-Ftry DT Bun Scrap,CHG-PLAN-Tin Plate Scrap,CHG-PLAN-Scrap - Plate,CHG-PLAN-Scrap - Shred Busheling,CHG-PLAN-Scrap - Tin Bundles,CHG-PLAN-Scrap - Hammered,CHG-PLAN-Scrap - Party Mix,CHG-PLAN-Pig Iron - Fines,CHG-PLAN-Iron Briquettes,CHG-PLAN-Scrap - Pit External,CHG-PLAN-Pot Skulls,CHG-PLAN-Iron Block Scrap,CHG-PLAN-Auto Dies Scrap,CHG-PLAN-Iron Button Scrap,CHG-PLAN-Boiler Tube Scrap,CHG-PLAN-External Tundish Scrap,CHG-PLAN-Pot Lips Scrap,CHG-PLAN-Scrap - Mine Chain,CHG-PLAN-Scrap - Flame Cut Plate,CHG-PLAN-Scrap - Monopile Plate,CHG-PLAN-Scrap - Form Briqs,CHG-PLAN-Scrap - Prime Billets,EAF-ALUMINUM CONES,EAF-Silicon Manganese,EAF-CALCIUM ALUMINATE,EAF-CALCIUM CARBIDE,EAF-EAF ELECTRODE A,EAF-EAF ELECTRODE B,EAF-EAF ELECTRODE C,EAF-Flux - Deox 70,EAF-Aluminum 995,EAF-OPTA-LD069,EAF-OXYGEN,EAF-Nat Gas Scfm,EAF-HIGH CAL LIME INJ,EAF-QL 7/8 x 1/4 Dolo,EAF-CELOX EAF,EAF-NITROGEN,EAF-SAMPLERS,EAF-Injection Carbon,EAF-Aluminum - Notch Bar,EAF-Bagged Lime,EAF-Dolo Injection Lime,EAF-HC MN,EAF-Desulf-9010,EAF-Charge Chrome,EAF-MC FeMn,EAF-CARBON BAGS,EAF-Titanium Oxide,EAF-HCFeChrome,EAF-LOW CARBON MANGANESE ,LMF-ARGON,LMF-LMF Bulk Lime,LMF-ALUMINUM CONES,LMF-HC MN,LMF-Silicon Manganese,LMF-MC FeMn,LMF-LOW CARBON MANGANESE ,LMF-CALCIUM ALUMINATE,LMF-ALUMINUM WIRE,LMF-CALCIUM WIRE,LMF-LC FeMn Wire,LMF-Titanium Wire,LMF-ALUMINUM SHRED,LMF-Carbon Cored Wire,LMF-CALCIUM CARBIDE,LMF-CELOX LMF,LMF-TEMPERATURE PROBES,LMF-SAMPLERS,LMF-FERRO-COLUMBIUM,LMF-CARBON BAGS,LMF-Flux - Deox 70,LMF-FeB,LMF-FE PH,LMF-Ferro Silicone,LMF-HCFeChrome,LMF-FeTi,LMF-FerroMoly,LMF-Nickel,LMF-FeV,LMF-LMF Coke,LMF-LMF ELECTRODE A,LMF-LMF ELECTRODE B,LMF-LMF ELECTRODE C,LMF-Copper Blocks,LMF-Low Carbon FeCr,LMF-NITROGEN,LMF-16MM LC FeMa,LMF-75% FeSi,LMF-Aluminum 995,LMF-CALSILMJ,LMF-Charge Chrome,LMF-MgO,CST-AHS5C Mold Powder,CST-Starter Powder,CST-Temp Tip,CST-Sample Tip,CST-Hydrogen Tip,CST-SEN - 15 RHI,CST-Ladle Shroud RHI,CST-SEN - Trial,CST-Vesuvius Edgeport SEN,CST-Ladle Shroud - Trial,CST-Vesuvius Shroud,CST-Trial Mold Powder,CST-NLS-02 Mold Powder,CST-Mold Powder 225-B,CST-Imerys 788-C Mold Powder,CST-LBX-77 Mold Powder,CST-JPS-2 Tundish Flux,CST-JPS-3 Tundish Flux,CST-Trial Tundish Flux,MaterialListUpdated,HeatID2,ChemAnalysisID,ChemAnalysisTypeID,Chem,ChemTypeSeq,AppliedTime,Cr2O3,V2O5,FeO,MnO,P2O5,SiO2,MgO,CaO,TiO2,Al2O3,V-RatioEAF,V-RatioLMF,B3-Ratio,SlagSum,C,Mn,P,S,Si,Cu,Cr,Ni,Mo,Al,Sn,Al/N,V,Nb,Ca,Ti,Sb,N,B,Pb,H,Spec,As,O,Na,W,Zn,K,Mg,Ce,Spec (IIW),Spec (AWS),Ti/N,Ca/S,Al*N,Hydr,SigRes,Cu Eq,Cu+Ni+Cr,V+Nb+Ti,Cu+Ni+Cr+Mo,G101,Cu/Ni,Ni/Cu,ElementListUpdated
28089,18151,850,26071,,,EAF7268,500000,,41,335,HRC:Std Opt,47,337,HRC:Std Opt,29,,,22-02-2026 13:36,,66,,24,495910,22-02-2026 15:06,,,82849,293,743,193360,0.16,215,2876,0.07,480,2872,14,604 a phase broke striking arc .  | -,,22-02-2026 17:58,1,,,22-02-2026 15:14,22-02-2026 21:57,63,281,,,490436,479633,21760,2917,2845,0,,10 40 45 ,22-02-2026 21:57,22-02-2026 22:06,22-02-2026 23:01,23-02-2026 00:09,1.1,,4057,,,,,,,22-02-2026 22:23,22-02-2026 23:22,FALSE,6,9,FALSE,,,,0.9,0.9,22-02-2026 16:30,22-02-2026 16:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5,1,,2803,2812,2809,2.89,2.84,7.35,7.25,3.43,3.37,7.53,7.16,4451,4446,415,416,4462,4443,415,416,,,,,,,,,,,,,,,,,22-02-2026 23:23,,,,,23-02-2026 00:09,,,23-02-2026 08:22,0.04,837,2980,0.03,1109,3052,0,0,2917,0,0,2917,0,0,2934,0,0,2928,7.1,,,,,,,Heat# from [] to [18151] on EAFStart Already At LMF-S! LMFArrive Ignored Already At LMF-N! LMFArrive Ignored,114,23-02-2026 08:22,1190,7268,7268,1190,7268,7268,7268 (Signode B0124),,,Submitted,FALSE,,,,18151 (Submitted),18151,22-02-2026 22:23,9 x 41 x 335,9 x 47 x 337,90,403,68,LMF North,247.96,2397,2398,SL7268-41-R02,SL7268-47-R03,2397,2398,SL7268-41-R02,SL7268-47-R03,,,,,,,,,,,,,,,,,22-02-2026,med c,C,,2,2,,,,,,,,1,FALSE,,,,,2845,,,,,,,,2748,55,64,61,SigRes is a sum of Cu; Ni; Cr; Ti; Cb/Nb; Sn; V; B; Ca; Mo. It has to be in the range .15-.42 .,SigRes is a sum of Cu; Ni; Cr; Ti; Cb/Nb; Sn; V; B; Ca; Mo. It has to be in the range .15-.42 . HRC:Std Opt HRC:Std Opt,SigRes is a sum of Cu; Ni; Cr; Ti; Cb/Nb; Sn; V; B; Ca; Mo. It has to be in the range .15-.42 . HRC:Std Opt HRC:Std Opt,ST-HC (greater than 0.22,,,9029-1;9031-1,,28089,26844,28092,268.703147,0,1.1,0,1.343515,270.046662,271.146662,99.0988,7,0,0,251236.2416,2345,41.4,9.125,0,125.61812,0.62809,0,0,0,7,0,0,286170.0541,2359,47.2,9.0625,0,143.085027,0.715425,0,0,0,1.1,0,0,7268,0.2836,28089,122580,61020,44500,219260,,,,,,,,25360,,,,,,30160,,,,,,,,,,,,,,,,,,,,,,,,,,44260,,,,,,,,,,,,121272,60636,44099,181760,,,,,,,,,,,,,,33074,,,,,,,,,27561,,,,,,,,,,,,,,,,,44099,,,,,,,,,,,,,3973,,,,,,,609,4091,410216,40473,8841,,4,,,8941,,,12305,2193,,,,100,,,,2399,6241,762,1497,,,,241,799,949,,,,400,,17,,14,,,,,,832,,,,,,1199,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,6,05-03-2026 07:44,28089,398603,20,Composite,50,22-02-2026 23:14,,,,,,,,,,,,,,,0.284,1.158,0.0132,0.0014,0.215,0.171,0.072,0.065,0.016,0.033,0.008,4,0.004,0.0011,0.0017,0.003,<.0005,0.0083,<.0001,<.0030,,0.3647,0.0077,,,,,,,,0.51,0.5474,0.36,,0.00028,,0.337,0.24,0.31,0.0081,0.324,4.2694,2.63,0.38,05-03-2026 07:44
